transcript_ID,CAGE_support
ENST00000659048.1_1,yes
ENST00000448629.6_2,yes
ENST00000444362.2_1,yes
TALONT000238442,yes
ENST00000572242.1_1,yes
ENST00000344843.12_3,yes
TALONT000238478,yes
TALONT000881438,yes
TALONT002802715,yes
ENST00000487659.1_2,yes
TALONT000238495,yes
ENST00000482352.1_2,yes
ENST00000582431.1,no
ENST00000476993.2_2,yes
TALONT003724020,yes
TALONT000238509,yes
TALONT000882224,yes
ENST00000378756.8_3,yes
TALONT001667251,no
ENST00000378733.9_3,yes
ENST00000624426.1_2,yes
ENST00000291386.4_3,yes
TALONT000883755,no
ENST00000378725.3_2,yes
ENST00000359060.5_2,yes
ENST00000607222.1_2,yes
TALONT003289345,yes
ENST00000477990.1_1,yes
TALONT000238862,yes
TALONT000238864,yes
ENST00000507082.1_1,yes
TALONT000888976,no
TALONT003726911,no
ENST00000470373.1_1,no
TALONT002262110,no
TALONT000238965,no
TALONT000889428,no
TALONT000239011,no
TALONT000889477,no
TALONT002804444,no
TALONT000889486,no
TALONT000889532,yes
TALONT001669696,yes
TALONT000239038,yes
TALONT000239103,yes
TALONT000892709,yes
ENST00000481276.1_2,yes
TALONT001670715,no
TALONT003728325,no
TALONT003728427,no
ENST00000404249.8_3,yes
TALONT000893783,no
TALONT003731089,yes
TALONT000894203,yes
TALONT000894213,no
TALONT003731464,no
TALONT003731473,no
TALONT002808507,yes
TALONT003732049,no
TALONT003732053,yes
TALONT003732056,yes
TALONT003732103,no
TALONT003732245,no
TALONT003732371,no
TALONT003732758,yes
TALONT000239343,yes
TALONT000894239,yes
TALONT000894279,no
TALONT002263416,yes
TALONT000239348,yes
TALONT000894315,yes
TALONT003733676,yes
TALONT003733773,yes
TALONT003733845,no
TALONT003734150,yes
TALONT000239349,no
TALONT000894365,no
TALONT003735060,yes
TALONT003735074,no
TALONT000239353,yes
TALONT000239356,yes
TALONT000894378,yes
TALONT003735313,no
TALONT000894387,yes
TALONT000239367,yes
TALONT003736326,yes
TALONT000239373,yes
TALONT000894677,yes
TALONT001671171,yes
TALONT000894758,yes
TALONT000894768,no
TALONT003736527,no
TALONT000239410,yes
TALONT000239417,yes
TALONT000894868,yes
TALONT000894889,no
TALONT000895063,yes
TALONT003737615,yes
TALONT001671282,yes
TALONT000895134,yes
ENST00000487462.1_2,no
TALONT000239447,yes
TALONT003737770,yes
TALONT000239503,yes
TALONT000239593,yes
TALONT000239602,yes
TALONT000240032,yes
TALONT000240038,no
ENST00000647043.1_2,yes
ENST00000643905.1_2,yes
TALONT000240021,yes
ENST00000341426.9_3,yes
TALONT000240075,yes
ENST00000464373.1_2,yes
TALONT003739537,yes
ENST00000610897.4_2,yes
ENST00000378609.9_3,yes
TALONT000240204,yes
TALONT000240209,yes
TALONT000240211,no
TALONT000240229,no
TALONT000240234,yes
TALONT000240241,yes
TALONT000240250,no
TALONT000240272,yes
TALONT000240320,yes
TALONT000240334,yes
TALONT000240364,yes
TALONT000240448,yes
TALONT000907472,yes
TALONT003741145,yes
TALONT003743024,yes
TALONT001680408,no
ENST00000472614.2_2,yes
TALONT000912837,yes
ENST00000400921.6_1,yes
TALONT000240744,yes
TALONT003307034,yes
TALONT003744582,yes
TALONT000240755,no
TALONT002272383,no
TALONT000915200,no
TALONT000915202,no
ENST00000606533.1_1,no
TALONT000240765,no
ENST00000400919.7_2,yes
TALONT000240772,yes
ENST00000400918.7_3,yes
ENST00000378543.2_2,yes
ENST00000378546.9_4,yes
TALONT000240782,no
TALONT000240783,yes
TALONT000240785,yes
TALONT000916052,yes
TALONT000916106,yes
TALONT003746389,yes
ENST00000476803.1_2,no
TALONT000240797,no
TALONT000240831,yes
TALONT000240853,yes
TALONT000240855,yes
ENST00000605895.6_4,yes
ENST00000378512.5_1,yes
TALONT000240894,yes
TALONT003747968,yes
ENST00000447513.6_2,yes
ENST00000378466.9_5,yes
TALONT000241000,yes
TALONT003748728,yes
ENST00000378453.4_3,yes
ENST00000606645.2_2,yes
ENST00000419916.7_3,yes
ENST00000378427.6_3,yes
TALONT000241192,yes
TALONT000241271,no
ENST00000606861.1_1,no
TALONT000241311,yes
ENST00000321336.1_2,no
TALONT000241403,yes
ENST00000378344.7_2,yes
TALONT000241746,yes
ENST00000378322.7_2,yes
ENST00000270708.12_3,yes
TALONT000241765,yes
TALONT000241778,yes
TALONT003752938,yes
TALONT001696284,yes
ENST00000648479.1_2,no
ENST00000647831.1_2,yes
TALONT000241856,no
ENST00000650039.1_2,no
ENST00000642557.1_3,yes
ENST00000378251.3_3,yes
TALONT000242029,no
TALONT003317701,no
TALONT000242072,no
TALONT000242146,yes
TALONT000943070,yes
TALONT003756043,no
TALONT000943085,yes
TALONT000242222,yes
TALONT003756498,no
TALONT003756533,no
TALONT000242252,yes
TALONT000242255,yes
TALONT000242332,yes
TALONT000242340,yes
TALONT000242353,yes
TALONT000944586,yes
TALONT000242360,yes
TALONT003757484,yes
ENST00000378209.7_2,yes
TALONT000242386,yes
ENST00000361605.4_3,yes
TALONT000242405,no
TALONT003758535,yes
TALONT003758732,yes
ENST00000378097.6_2,yes
TALONT003760043,yes
TALONT003760159,yes
TALONT000947380,yes
TALONT001710540,yes
TALONT003760386,yes
TALONT003760663,yes
TALONT002294466,yes
TALONT003760770,yes
TALONT003760879,yes
TALONT003761416,yes
TALONT001710550,yes
TALONT003762035,yes
ENST00000234875.9_4,yes
TALONT000242488,no
TALONT000242503,yes
TALONT000949826,yes
TALONT001711792,yes
TALONT003762123,yes
TALONT003762404,yes
TALONT003764436,yes
TALONT000949945,yes
ENST00000480661.1_2,yes
TALONT000950425,no
TALONT003789537,yes
TALONT003789777,yes
ENST00000343813.10_3,yes
ENST00000489498.5_2,yes
ENST00000474756.1_2,yes
ENST00000608083.5_3,yes
TALONT000952832,no
TALONT000952995,no
ENST00000453260.6_2,no
ENST00000400913.5_2,yes
ENST00000377705.6_3,yes
TALONT000242847,yes
TALONT000955273,yes
TALONT000955324,yes
TALONT000242943,yes
TALONT003795623,yes
ENST00000377674.9_2,yes
TALONT000242950,yes
TALONT003795872,yes
TALONT000242957,yes
TALONT001718335,yes
ENST00000377648.5_2,yes
TALONT000956983,yes
TALONT000243073,yes
ENST00000307896.10_1,yes
ENST00000472925.1_5,yes
TALONT000243101,no
ENST00000377577.10_3,yes
TALONT002308787,no
TALONT002308794,yes
ENST00000485073.5_2,yes
TALONT000243333,yes
ENST00000490738.5_1,yes
TALONT000964136,yes
ENST00000476163.5_1,yes
ENST00000473578.5_1,yes
ENST00000557126.5_1,yes
ENST00000461311.1_1,yes
TALONT003800414,yes
TALONT003801748,yes
TALONT000243536,yes
TALONT000243539,yes
TALONT002856442,yes
TALONT002309336,yes
TALONT003336785,yes
TALONT002309511,yes
TALONT002309531,yes
TALONT000965047,yes
TALONT003802539,no
TALONT003802542,no
TALONT003802552,no
TALONT003802627,no
TALONT003802659,no
TALONT000243572,no
TALONT000243577,no
TALONT003803093,no
TALONT003803102,no
TALONT003803126,no
TALONT003803183,no
TALONT003803213,no
ENST00000054666.11_2,yes
ENST00000470357.1_1,no
TALONT000243693,no
TALONT000243734,yes
TALONT000243798,yes
TALONT000243800,yes
TALONT001727245,yes
TALONT003804709,yes
TALONT003804881,yes
TALONT003805147,yes
TALONT003805189,yes
ENST00000493678.5_1,yes
TALONT003806412,yes
ENST00000338639.10_2,yes
TALONT000968612,yes
ENST00000465354.5_1,yes
TALONT000243841,no
TALONT003810536,no
TALONT003810547,no
TALONT003811030,no
ENST00000377482.10_3,yes
TALONT000243878,yes
ENST00000469499.5_2,yes
ENST00000471889.5_2,no
TALONT000244036,no
TALONT000970881,no
TALONT001731083,no
TALONT000244120,no
TALONT000244126,yes
TALONT003811977,yes
TALONT000244538,yes
TALONT000244551,yes
ENST00000468247.1_2,yes
TALONT000244554,yes
TALONT000244638,yes
TALONT000974013,yes
TALONT003811934,no
ENST00000234590.10_5,yes
ENST00000464920.2_3,no
TALONT000244747,yes
TALONT000974418,yes
TALONT000974590,yes
TALONT000974898,yes
TALONT000975919,yes
TALONT003815341,yes
TALONT000244797,yes
TALONT000244841,yes
TALONT001742319,yes
TALONT003819434,yes
TALONT003819458,yes
TALONT003819923,yes
TALONT000985591,yes
ENST00000492343.2_3,yes
TALONT003820598,yes
ENST00000328089.11_2,yes
ENST00000302692.7_2,yes
TALONT003821451,yes
ENST00000340305.9_2,yes
ENST00000377298.9_2,yes
TALONT000245003,yes
TALONT000245024,no
ENST00000361311.4_2,yes
TALONT000245166,yes
TALONT003822709,yes
TALONT003822740,yes
TALONT003823206,yes
TALONT000245169,yes
TALONT000990382,yes
TALONT000990394,yes
TALONT000245193,yes
ENST00000377263.6_3,yes
TALONT000991875,yes
ENST00000400904.7_2,yes
TALONT000994567,yes
ENST00000377223.6_3,yes
TALONT000996469,yes
TALONT000245801,yes
TALONT001752281,no
ENST00000400903.6_2,yes
TALONT000245810,yes
ENST00000377213.1_2,yes
ENST00000471853.1_2,no
TALONT002879556,yes
TALONT003827809,yes
TALONT003827902,yes
TALONT000996905,yes
TALONT000996930,yes
ENST00000377205.6_2,yes
TALONT000245851,yes
TALONT002336789,yes
TALONT003356111,yes
TALONT003828341,yes
TALONT000997522,yes
TALONT000245995,no
TALONT000245998,no
TALONT001753827,yes
TALONT003830238,yes
TALONT001001936,yes
TALONT001001954,yes
ENST00000377093.8_1,yes
ENST00000263934.10_2,yes
TALONT000245999,yes
TALONT000246000,yes
TALONT000246001,yes
TALONT000246003,yes
TALONT000246004,yes
TALONT000246007,yes
TALONT000246011,yes
TALONT000246014,yes
TALONT000246017,yes
TALONT000246020,yes
TALONT000246021,yes
TALONT000246033,yes
TALONT000246037,yes
TALONT000246039,yes
TALONT000246053,yes
TALONT000246058,yes
TALONT000246061,yes
TALONT000246066,yes
TALONT000246091,yes
TALONT000246096,yes
TALONT000246104,yes
TALONT000246106,yes
TALONT000999859,yes
TALONT001000230,yes
TALONT001754851,yes
TALONT001756993,yes
TALONT003829620,yes
TALONT003830081,yes
TALONT003830498,yes
TALONT001003928,no
TALONT003837655,no
TALONT001003938,no
TALONT001003944,no
TALONT003837666,no
TALONT003837672,no
TALONT003837676,no
TALONT003837701,no
TALONT003837763,no
TALONT003361276,no
TALONT003838325,no
TALONT003838359,no
TALONT001758492,no
TALONT000246335,no
TALONT001758535,no
TALONT003838887,no
TALONT002342312,yes
TALONT001004220,no
TALONT003839044,no
TALONT003839611,no
TALONT000246372,no
TALONT001004615,no
TALONT003840002,no
TALONT000246491,no
TALONT000246503,no
TALONT000246507,no
TALONT000246517,no
TALONT000246520,no
TALONT000246526,no
TALONT000246750,no
ENST00000584329.1,no
TALONT003839556,no
TALONT001758735,no
ENST00000487775.1_1,yes
TALONT000246734,yes
TALONT001005922,yes
TALONT001005957,yes
TALONT001760780,yes
TALONT001761085,yes
TALONT003841577,yes
ENST00000270776.13_2,yes
TALONT003842350,yes
TALONT000246735,yes
TALONT001008180,yes
TALONT001008454,yes
TALONT000246757,no
TALONT000246772,no
TALONT003845696,no
TALONT000246778,no
TALONT000246789,no
TALONT001762336,yes
TALONT000246800,yes
TALONT001008890,yes
ENST00000309048.8_2,yes
ENST00000477755.1_1,yes
ENST00000377049.3_1,yes
ENST00000377038.8_3,yes
TALONT001009821,no
ENST00000377036.2_2,yes
ENST00000356607.9_2,yes
ENST00000240185.7_1,no
TALONT000247050,yes
ENST00000439080.6_1,yes
TALONT003848395,yes
TALONT000247607,yes
TALONT001021300,yes
TALONT001022944,yes
TALONT000248801,no
TALONT000248856,no
ENST00000607145.1_2,yes
ENST00000475189.1_2,no
ENST00000376957.7_3,yes
TALONT001028999,yes
TALONT001773849,yes
TALONT001773852,yes
TALONT003856527,yes
TALONT003856652,yes
TALONT001029105,yes
TALONT002895932,yes
ENST00000376936.9_4,yes
TALONT000249687,no
TALONT000250298,yes
TALONT000250403,yes
TALONT003857620,yes
TALONT001034387,yes
TALONT000250422,yes
TALONT001034580,yes
TALONT003857733,no
TALONT000250482,yes
TALONT003857908,yes
TALONT000250490,yes
TALONT000250651,yes
TALONT002897761,yes
TALONT000250665,yes
TALONT000250682,yes
TALONT001035322,yes
TALONT001035328,yes
ENST00000473471.5_2,no
TALONT003859768,yes
TALONT000251178,yes
ENST00000376810.5_1,yes
ENST00000294484.7_3,yes
TALONT000252086,yes
ENST00000423056.2_1,yes
TALONT000253026,no
TALONT000253201,no
TALONT000253431,yes
ENST00000251547.10_3,yes
ENST00000376762.8_1,yes
TALONT000253636,no
ENST00000376753.9_2,yes
ENST00000376692.9_4,yes
TALONT000253692,yes
TALONT000253747,yes
TALONT000253765,yes
TALONT001043583,no
ENST00000376667.7_3,yes
TALONT001044087,yes
TALONT002900838,yes
ENST00000294485.6_2,yes
TALONT000253862,yes
TALONT001044162,yes
TALONT002365939,yes
TALONT003865476,yes
ENST00000314340.10_6,yes
ENST00000376590.9_4,yes
ENST00000376497.7_2,yes
TALONT000254183,yes
TALONT000254551,yes
ENST00000376576.3_2,yes
ENST00000196061.5_2,yes
ENST00000444836.5_1,yes
TALONT003870215,yes
ENST00000484391.5_1,yes
ENST00000235329.10_2,yes
TALONT001790132,yes
TALONT000256505,yes
ENST00000235332.6_2,yes
TALONT000256565,yes
TALONT000256578,yes
TALONT000256777,no
TALONT001054120,no
TALONT002374787,no
TALONT000256835,yes
TALONT000256847,yes
TALONT000256854,yes
TALONT000256868,yes
TALONT000256935,yes
TALONT000256941,yes
TALONT000257352,yes
ENST00000294489.10_1,no
ENST00000376057.8_1,yes
TALONT000258054,yes
TALONT000258064,yes
TALONT000258073,yes
TALONT000258078,yes
TALONT001058776,yes
TALONT001058907,yes
TALONT001798579,yes
TALONT001798630,yes
TALONT003391767,yes
TALONT003874311,yes
TALONT000258171,yes
TALONT000258218,yes
ENST00000491815.1_1,yes
TALONT000258644,no
TALONT001061024,no
TALONT001061065,no
ENST00000400796.7_1,yes
ENST00000375980.9_2,yes
ENST00000375847.8_2,yes
ENST00000480945.6_2,yes
TALONT003878964,yes
ENST00000486680.1_1,yes
TALONT000260075,no
TALONT003879268,no
TALONT000260315,yes
TALONT000260354,yes
TALONT000260358,yes
TALONT001062052,yes
ENST00000375766.8_4,yes
ENST00000321418.6_1,yes
TALONT000260518,yes
TALONT000260524,yes
TALONT000260543,yes
TALONT000260585,yes
TALONT000260636,yes
TALONT000260702,yes
TALONT000260712,yes
TALONT000260718,yes
TALONT000260851,yes
TALONT003880339,yes
TALONT003880351,yes
TALONT000261558,no
TALONT001804321,no
TALONT000261794,no
TALONT003882172,no
TALONT000262051,no
TALONT000262070,no
TALONT000262124,no
TALONT001065789,yes
TALONT000262316,yes
TALONT000262342,yes
ENST00000375743.8_2,yes
TALONT001805230,yes
ENST00000479282.5_2,yes
ENST00000329454.2_2,yes
ENST00000375662.5_3,yes
TALONT000262932,yes
ENST00000375592.8_3,yes
TALONT000262975,yes
TALONT000263023,yes
ENST00000471507.5_1,yes
ENST00000401089.3_1,yes
TALONT003885923,yes
ENST00000401088.9_2,yes
ENST00000492354.1_1,yes
ENST00000337132.10_2,yes
ENST00000486390.1_1,yes
ENST00000459640.5_1,yes
TALONT001814241,no
ENST00000562878.1_1,no
TALONT003888691,no
TALONT000265145,no
TALONT000266360,yes
TALONT000266929,yes
TALONT000266932,yes
TALONT003889290,no
TALONT001079170,yes
TALONT003889705,no
TALONT003889906,yes
TALONT000267061,yes
TALONT000267071,yes
TALONT000267077,yes
TALONT002921700,no
TALONT003890163,no
TALONT000267085,yes
TALONT000267092,yes
TALONT000267101,yes
TALONT000267131,no
TALONT000267147,yes
TALONT001079568,yes
TALONT001079816,yes
TALONT000267270,yes
TALONT003890855,no
TALONT003891719,yes
TALONT003891767,yes
TALONT000267466,yes
TALONT000267476,yes
ENST00000599069.5_2,yes
TALONT000267744,yes
ENST00000599908.1_1,no
ENST00000449853.2_2,yes
TALONT000268009,yes
TALONT000268946,yes
TALONT000269277,yes
TALONT003893316,yes
TALONT003893558,yes
TALONT003893563,yes
ENST00000419267.1_1,yes
TALONT003894721,no
TALONT000269722,yes
TALONT000269724,yes
TALONT000269728,yes
TALONT000269735,yes
TALONT000269743,yes
TALONT001823528,yes
TALONT000269855,no
TALONT001085648,no
TALONT003895956,no
TALONT001085025,no
TALONT003894862,no
TALONT003894919,no
ENST00000654227.1_2,yes
ENST00000671472.1_2,yes
ENST00000666544.1_1,yes
ENST00000416869.1_2,yes
ENST00000384278.1,no
TALONT000269877,yes
TALONT000269881,yes
ENST00000375535.4_6,yes
TALONT000269911,yes
TALONT000269918,yes
TALONT000270120,yes
TALONT001085804,yes
TALONT001086170,yes
TALONT001824680,no
ENST00000326735.13_3,yes
ENST00000452699.5_2,yes
TALONT000270203,yes
TALONT001086796,no
TALONT003898661,yes
ENST00000375499.8_2,yes
TALONT000270435,no
TALONT001087127,yes
TALONT000270473,yes
ENST00000466613.2_2,yes
TALONT000270537,yes
ENST00000375436.9_3,yes
TALONT000270551,no
TALONT003900255,no
TALONT003900662,yes
TALONT003900690,yes
TALONT000271062,yes
ENST00000251296.4_2,yes
TALONT002398007,yes
TALONT002928423,yes
TALONT003901128,yes
TALONT003901521,yes
ENST00000497331.2_1,no
TALONT002398319,no
TALONT001089987,no
ENST00000375341.8_3,yes
ENST00000375225.7_2,no
TALONT000271870,no
TALONT003902367,no
TALONT002400253,no
TALONT000272411,no
TALONT003902288,no
ENST00000477853.6_3,yes
TALONT003903383,yes
TALONT003903452,yes
TALONT000272848,yes
ENST00000330263.5_2,yes
TALONT000273499,yes
ENST00000479559.1_1,no
TALONT000273712,yes
ENST00000235835.7_2,yes
ENST00000330072.9_5,yes
TALONT000273886,yes
TALONT000273894,yes
ENST00000375155.7_1,yes
ENST00000375153.8_2,yes
TALONT000273993,yes
TALONT000274021,yes
ENST00000264202.8_5,yes
TALONT000274247,yes
ENST00000375144.5_2,yes
TALONT001834399,yes
TALONT003906672,yes
ENST00000375142.5_4,yes
TALONT000274531,yes
TALONT000274748,yes
TALONT000274803,yes
ENST00000433834.5_3,yes
TALONT000274830,yes
TALONT000274861,yes
TALONT003912004,yes
TALONT003912101,yes
ENST00000617872.4_1,yes
TALONT000275004,yes
ENST00000322753.7_2,yes
TALONT003912908,yes
ENST00000467029.5_1,yes
ENST00000481464.5_1,yes
ENST00000498642.5_1,yes
ENST00000375136.7_2,yes
TALONT001836555,yes
TALONT002407621,yes
TALONT003912207,yes
ENST00000375120.4_2,yes
TALONT001101095,yes
TALONT001101119,yes
TALONT003422043,yes
TALONT003422054,yes
TALONT003917056,yes
TALONT003917104,yes
TALONT003917652,no
TALONT003917655,no
ENST00000375078.4_3,yes
ENST00000489020.1_2,yes
ENST00000264198.5_3,yes
TALONT003922651,yes
ENST00000332947.6_2,yes
ENST00000321556.5_2,yes
TALONT003922753,yes
TALONT000276166,no
ENST00000415136.6_4,yes
TALONT001103913,no
TALONT003924074,yes
ENST00000438032.6_2,yes
ENST00000312239.10_3,yes
TALONT000276412,yes
TALONT000276419,no
TALONT000276439,yes
TALONT000276498,yes
TALONT000276596,yes
TALONT000276610,no
ENST00000375003.6_2,yes
TALONT000276722,yes
TALONT000276755,yes
TALONT000276779,no
TALONT000276833,yes
TALONT000276862,yes
TALONT000276928,yes
TALONT000277105,yes
TALONT000278103,yes
TALONT003930278,yes
TALONT003931025,yes
TALONT001110146,yes
TALONT001110149,yes
TALONT003931342,yes
TALONT003931355,yes
TALONT003931360,yes
TALONT001842545,yes
TALONT001842548,yes
TALONT001842555,no
TALONT003931559,yes
TALONT000279756,yes
TALONT003932613,yes
ENST00000424732.5_2,yes
TALONT003932915,yes
TALONT003933482,yes
TALONT003933534,no
TALONT003933563,yes
TALONT003933654,yes
TALONT003933662,no
TALONT003933877,no
TALONT003933968,yes
TALONT003934233,yes
TALONT003424865,yes
TALONT003935121,yes
TALONT003935129,yes
TALONT003935150,yes
TALONT003935161,yes
TALONT003935185,yes
TALONT003935429,yes
TALONT003935537,yes
TALONT000279851,yes
TALONT003935828,no
TALONT003935887,yes
TALONT003424870,yes
TALONT003935960,no
TALONT003936697,yes
TALONT003937472,yes
TALONT001843106,yes
TALONT003937545,yes
TALONT003937683,yes
ENST00000417710.5_2,no
TALONT000279854,yes
TALONT000279855,yes
TALONT000279857,yes
TALONT000279872,yes
TALONT000279878,yes
TALONT000279879,yes
TALONT000279898,yes
TALONT003937517,yes
TALONT000279929,no
TALONT001110869,yes
TALONT001110924,yes
TALONT000280009,yes
TALONT001111073,yes
TALONT001111196,yes
TALONT002942138,yes
TALONT003944534,yes
ENST00000437575.5_2,yes
ENST00000414993.1_2,yes
TALONT003946838,yes
TALONT003939250,no
TALONT000280061,no
TALONT000280146,no
TALONT003947892,no
TALONT001112119,no
TALONT000280410,no
TALONT001112218,no
TALONT003948551,no
TALONT003948647,no
TALONT003948871,yes
TALONT003425575,yes
TALONT003949247,yes
TALONT003949251,yes
TALONT003949271,yes
TALONT003949289,yes
TALONT003949413,yes
TALONT000280805,no
TALONT003950667,yes
TALONT001113905,yes
TALONT003426351,no
TALONT002419302,no
TALONT003951356,no
TALONT002946848,yes
TALONT000281668,yes
TALONT000281673,yes
TALONT000281697,yes
TALONT000281717,yes
TALONT000281737,yes
TALONT001117689,yes
TALONT003952835,yes
TALONT002421613,no
ENST00000421625.6_2,no
TALONT000282325,yes
TALONT003953299,yes
TALONT003953300,no
TALONT000282411,yes
TALONT003953400,no
TALONT001118386,yes
TALONT001118406,yes
TALONT001118418,yes
TALONT000282454,yes
TALONT002947926,yes
TALONT000282513,yes
TALONT003954691,yes
ENST00000489108.1_2,yes
ENST00000416769.2_3,yes
ENST00000344548.7_5,yes
TALONT003955766,yes
ENST00000498236.1_3,yes
ENST00000315554.13_6,yes
ENST00000656825.1_2,yes
TALONT001120962,yes
ENST00000667384.1_1,yes
TALONT000282989,yes
TALONT001124757,no
TALONT001124760,no
TALONT000283080,no
TALONT003964061,no
TALONT000283091,no
TALONT000283095,no
TALONT000283299,no
TALONT002953099,no
TALONT000283342,yes
TALONT000283344,yes
TALONT000283349,yes
TALONT001125435,yes
TALONT003966053,no
ENST00000374630.7_2,yes
TALONT000283455,yes
ENST00000374632.7_1,yes
TALONT000283676,no
TALONT000283833,no
TALONT001126142,no
TALONT001856654,yes
TALONT003967148,yes
ENST00000356634.7_1,yes
TALONT000283924,yes
TALONT001856679,yes
TALONT003434867,yes
TALONT003434874,yes
TALONT003967428,yes
TALONT003967432,yes
TALONT003967525,yes
TALONT003967562,yes
TALONT003967643,yes
TALONT003967694,yes
TALONT003967936,yes
TALONT003967965,yes
ENST00000400181.8_1,yes
TALONT000283951,yes
TALONT001126299,yes
TALONT001856735,yes
TALONT001856765,yes
TALONT003434878,yes
TALONT003434930,yes
TALONT003970418,yes
TALONT003970431,yes
TALONT003970446,yes
TALONT001857061,yes
TALONT000284581,no
ENST00000602503.1_1,no
ENST00000471849.5_2,yes
TALONT000284697,yes
ENST00000566551.1_2,no
ENST00000302271.11_3,yes
ENST00000478691.5_2,yes
TALONT000285041,yes
TALONT000285046,yes
TALONT000285051,yes
TALONT000285064,no
ENST00000374616.7_2,yes
TALONT000285092,yes
TALONT000285147,yes
TALONT000285237,no
TALONT000285245,no
TALONT000285333,yes
TALONT000285395,yes
TALONT000285461,yes
ENST00000374612.5_2,yes
TALONT000285545,no
TALONT000285675,no
TALONT000285921,no
ENST00000606561.5_2,yes
TALONT001869903,no
TALONT000288077,no
TALONT000288080,yes
TALONT000288087,yes
TALONT000288092,yes
TALONT000288107,yes
TALONT000288112,yes
TALONT000288121,no
TALONT000288126,yes
TALONT000288136,yes
TALONT000288152,yes
TALONT000288165,no
TALONT002441081,yes
TALONT002441141,yes
TALONT003976496,no
TALONT003976896,no
TALONT001144028,yes
TALONT001144072,yes
TALONT001144125,yes
TALONT001144159,yes
TALONT001870181,yes
TALONT001870304,no
TALONT001144350,yes
TALONT001144425,yes
TALONT002441574,yes
TALONT003980106,yes
TALONT003980107,yes
TALONT003980178,yes
TALONT003980229,no
TALONT001145146,yes
TALONT001145147,yes
TALONT001145148,yes
TALONT001145150,yes
TALONT002441581,no
TALONT001145166,yes
TALONT000288190,yes
TALONT001870659,yes
TALONT001145170,yes
TALONT000288198,yes
TALONT000288202,yes
TALONT001145178,yes
TALONT001145179,yes
TALONT001145186,yes
TALONT001145194,yes
TALONT001145227,yes
TALONT001145255,no
TALONT001145294,yes
TALONT001870704,yes
TALONT002963106,yes
TALONT003981992,yes
TALONT000288235,yes
TALONT000288258,yes
TALONT001145396,yes
TALONT001145415,yes
TALONT002441658,yes
TALONT003982727,yes
TALONT001870811,yes
TALONT003982830,no
TALONT003982865,no
TALONT000288264,yes
TALONT000288282,yes
TALONT000288303,yes
TALONT000288318,yes
TALONT000288377,yes
TALONT001870858,yes
TALONT001870861,yes
TALONT003984811,yes
