gene	gene_symbol	alias	bp	pLI
ENSG00000176715	ACSF3	ACSF3	1731	4.45583411505332e-12
ENSG00000151726	ACSL1	ACSL1	2097	0.130937897416399
ENSG00000123983	ACSL3	ACSL3	2163	0.920767369206967
ENSG00000068366	ACSL4	ACSL4	2136	0.991924408562039
ENSG00000197142	ACSL5	ACSL5	2220	0.134162154363699
ENSG00000164398	ACSL6	ACSL6	2169	0.144639464474835
ENSG00000166743	ACSM1	ACSM1	1734	2.93351831809726e-07
ENSG00000183747	ACSM2A	ACSM2A	1734	9.20690638359921e-07
ENSG00000066813	ACSM2B	ACSM2B	1734	1.75974075931851e-05
ENSG00000005187	ACSM3	ACSM3	1761	9.20442401597488e-09
ENSG00000215009	ACSM4	ACSM4	1743	8.14593296584174e-11
ENSG00000183549	ACSM5	ACSM5	1740	1.08763400551642e-07
ENSG00000154930	ACSS1	ACSS1	2070	0.70650859765839
ENSG00000131069	ACSS2	ACSS2	2145	1.17195731070991e-10
ENSG00000111058	ACSS3	ACSS3	2061	2.58923863133693e-06
ENSG00000143632	ACTA1	ACTA1	1134	0.0309529229391499
ENSG00000107796	ACTA2	ACTA2	1134	0.653587996452589
ENSG00000075624	ACTB	ACTB	1128	0.922336551561948
ENSG00000196604	ACTB	POTEF	1128	0.922336551561948
ENSG00000169067	ACTBL2	ACTBL2	1131	4.29518742391891e-07
ENSG00000159251	ACTC1	ACTC1	1134	0.93381359826469
ENSG00000184009	ACTG1	ACTG1	1128	0.849780434079787
ENSG00000163017	ACTG2	ACTG2	1131	0.890719440555697
ENSG00000182584	ACTL10	ACTL10	738	0.000956073017447867
ENSG00000136518	ACTL6A	ACTL6A	1290	0.985487139689132
ENSG00000077080	ACTL6B	ACTL6B	1281	0.994847196857871
ENSG00000187003	ACTL7A	ACTL7A	1308	4.1714818516619e-06
ENSG00000148156	ACTL7B	ACTL7B	1248	5.02530840250565e-05
ENSG00000117148	ACTL8	ACTL8	1101	0.0644459551051647
ENSG00000181786	ACTL9	ACTL9	1251	0.0369277021243094
ENSG00000072110	ACTN1	ACTN1	2745	0.99994278944489
ENSG00000077522	ACTN2	ACTN2	2685	0.999379164574546
ENSG00000130402	ACTN4	ACTN4	2736	0.999967750591449
ENSG00000131966	ACTR10	ACTR10	1254	0.0025963488594474
ENSG00000138107	ACTR1A	ACTR1A	1131	0.975769057369342
ENSG00000115073	ACTR1B	ACTR1B	1131	0.327338032361696
ENSG00000138071	ACTR2	ACTR2	1200	0.994209737791937
ENSG00000115091	ACTR3	ACTR3	1257	0.996966782584528
ENSG00000133627	ACTR3B	ACTR3B	1257	0.995722787855201
ENSG00000106526	ACTR3C	ACTR3C	633	0.000921091342650883
ENSG00000101442	ACTR5	ACTR5	1824	2.97327276857081e-10
ENSG00000075089	ACTR6	ACTR6	1191	0.0134822321900343
ENSG00000113812	ACTR8	ACTR8	1875	2.03260264795704e-07
ENSG00000123165	ACTRT1	ACTRT1	1131	0.284178829047243
ENSG00000169717	ACTRT2	ACTRT2	1134	0.0168015390171406
ENSG00000184378	ACTRT3	ACTRT3	1119	0.00393052933697361
ENSG00000115170	ACVR1	ACVR1	1530	0.924418826897715
ENSG00000135503	ACVR1B	ACVR1B	1641	0.997960816229837
ENSG00000123612	ACVR1C	ACVR1C	1482	0.40528211919526
ENSG00000121989	ACVR2A	ACVR2A	1542	0.988613482757847
ENSG00000114739	ACVR2B	ACVR2B	1539	0.997546234925833
ENSG00000139567	ACVRL1	ACVRL1	1512	0.121681639607806
ENSG00000243989	ACY1	ACY1	1227	0.000232118765697322
ENSG00000132744	ACY3	ACY3	960	9.47240648331308e-07
ENSG00000119640	ACYP1	ACYP1	300	0.221247011395132
ENSG00000170634	ACYP2	ACYP2	300	0.0115724697508785
ENSG00000196839	ADA	ADA	1092	7.79111998195493e-08
ENSG00000164113	ADAD1	ADAD1	1731	0.990602845681144
ENSG00000140955	ADAD2	ADAD2	1998	0.00620633420933282
ENSG00000168803	ADAL	ADAL	987	4.81613617172504e-07
ENSG00000137845	ADAM10	ADAM10	2247	0.999917524767778
ENSG00000073670	ADAM11	ADAM11	2310	0.136803035230484
ENSG00000148848	ADAM12	ADAM12	2730	0.953834596684841
ENSG00000143537	ADAM15	ADAM15	2592	6.7550905586178e-11
ENSG00000168619	ADAM18	ADAM18	2220	1.57875527337332e-18
ENSG00000135074	ADAM19	ADAM19	2757	2.80597852429117e-05
ENSG00000104755	ADAM2	ADAM2	2208	6.71723762219661e-12
ENSG00000134007	ADAM20	ADAM20	2331	7.30785249346899e-10
ENSG00000139985	ADAM21	ADAM21	2169	0.0106124834622581
ENSG00000008277	ADAM22	ADAM22	2721	0.999865494309923
ENSG00000114948	ADAM23	ADAM23	2499	0.996451682893958
ENSG00000042980	ADAM28	ADAM28	2328	1.2071986249979e-16
ENSG00000168594	ADAM29	ADAM29	2463	1.80930373299349e-06
ENSG00000134249	ADAM30	ADAM30	2373	0.0336790423112121
ENSG00000197140	ADAM32	ADAM32	2364	2.07994226774636e-08
ENSG00000149451	ADAM33	ADAM33	2442	1.56875138308345e-12
ENSG00000069206	ADAM7	ADAM7	2265	1.50626091818509e-12
ENSG00000151651	ADAM8	ADAM8	2475	2.99599497475211e-07
ENSG00000168615	ADAM9	ADAM9	2460	0.562444783872356
ENSG00000134028	ADAMDEC1	ADAMDEC1	1413	3.44363175180264e-09
ENSG00000154734	ADAMTS1	ADAMTS1	2904	0.775206289639799
ENSG00000142303	ADAMTS10	ADAMTS10	3312	0.926262277649227
ENSG00000151388	ADAMTS12	ADAMTS12	4785	3.57604663739326e-10
ENSG00000160323	ADAMTS13	ADAMTS13	4284	1.10354763249969e-08
ENSG00000138316	ADAMTS14	ADAMTS14	3681	1.20880513127405e-05
ENSG00000166106	ADAMTS15	ADAMTS15	2853	0.828887201125987
ENSG00000145536	ADAMTS16	ADAMTS16	3675	0.00112317461185454
ENSG00000140470	ADAMTS17	ADAMTS17	3288	3.15098206152934e-08
ENSG00000140873	ADAMTS18	ADAMTS18	3666	6.52860055212114e-14
ENSG00000145808	ADAMTS19	ADAMTS19	3624	0.770923308491135
ENSG00000087116	ADAMTS2	ADAMTS2	3636	0.972055087847086
ENSG00000173157	ADAMTS20	ADAMTS20	5733	3.59686536275913e-22
ENSG00000156140	ADAMTS3	ADAMTS3	3618	0.157302391595635
ENSG00000158859	ADAMTS4	ADAMTS4	2514	0.0664983305807443
ENSG00000154736	ADAMTS5	ADAMTS5	2793	0.254965449936386
ENSG00000049192	ADAMTS6	ADAMTS6	3354	0.998777010242241
ENSG00000136378	ADAMTS7	ADAMTS7	5061	1.63918548516813e-06
ENSG00000134917	ADAMTS8	ADAMTS8	2670	3.86104952348248e-05
ENSG00000163638	ADAMTS9	ADAMTS9	5808	2.4419606115945e-06
ENSG00000178031	ADAMTSL1	ADAMTSL1	5289	0.00833848829617618
ENSG00000197859	ADAMTSL2	ADAMTSL2	2856	0.219729185214436
ENSG00000156218	ADAMTSL3	ADAMTSL3	5076	3.7034635017963e-06
ENSG00000143382	ADAMTSL4	ADAMTSL4	3225	3.18741043716505e-16
ENSG00000185761	ADAMTSL5	ADAMTSL5	1416	9.69725727763077e-09
ENSG00000105963	ADAP1	ADAP1	1125	0.858156260149593
ENSG00000184060	ADAP2	ADAP2	1146	0.000113007145654467
ENSG00000160710	ADAR	ADAR	3681	0.987928894415273
ENSG00000197381	ADARB1	ADARB1	2226	0.775036294530343
ENSG00000185736	ADARB2	ADARB2	2220	0.620937794074808
ENSG00000065457	ADAT1	ADAT1	1509	1.36260080458924e-11
ENSG00000189007	ADAT2	ADAT2	576	1.05895504892293e-06
ENSG00000213638	ADAT3	ADAT3	1104	0.0553397481726734
ENSG00000063761	ADCK1	ADCK1	1572	1.0242582975006e-09
ENSG00000133597	ADCK2	ADCK2	1881	0.000500441976399371
ENSG00000173137	ADCK5	ADCK5	1743	0.993754584467849
ENSG00000164742	ADCY1	ADCY1	3360	0.999682880383837
ENSG00000143199	ADCY10	ADCY10	4833	2.30962905183416e-27
ENSG00000078295	ADCY2	ADCY2	3276	0.999981268045925
ENSG00000138031	ADCY3	ADCY3	3435	0.213834513476407
ENSG00000129467	ADCY4	ADCY4	3234	1.35084259689857e-12
ENSG00000173175	ADCY5	ADCY5	3786	0.998651515138586
ENSG00000174233	ADCY6	ADCY6	3507	0.984408905132609
ENSG00000121281	ADCY7	ADCY7	3243	0.120565451343834
ENSG00000162104	ADCY9	ADCY9	4062	0.98703349218507
ENSG00000141433	ADCYAP1	ADCYAP1	531	0.4340019624311
ENSG00000078549	ADCYAP1R1	ADCYAP1R1	1491	0.00310455959390636
ENSG00000087274	ADD1	ADD1	2307	0.779027636322897
ENSG00000075340	ADD2	ADD2	2181	0.997763307715022
ENSG00000148700	ADD3	ADD3	2121	0.976284803695851
ENSG00000187758	ADH1A	ADH1A	1128	2.71282197527461e-08
ENSG00000196616	ADH1B	ADH1B	1128	0.827253863327169
ENSG00000198099	ADH4	ADH4	1143	2.77052679737022e-05
ENSG00000197894	ADH5	ADH5	1125	3.67068141667046e-06
ENSG00000172955	ADH6	ADH6	1128	0.00132611128489023
ENSG00000147576	ADHFE1	ADHFE1	1404	1.91647049077778e-05
ENSG00000182551	ADI1	ADI1	540	0.00489695538787133
ENSG00000181092	ADIPOQ	ADIPOQ	735	4.27621846606442e-06
ENSG00000159346	ADIPOR1	ADIPOR1	1128	0.847249998297217
ENSG00000006831	ADIPOR2	ADIPOR2	1161	0.936337630091376
ENSG00000148671	ADIRF	ADIRF	231	0.183493139193543
ENSG00000156110	ADK	ADK	1089	0.628684879331344
ENSG00000148926	ADM	ADM	558	0.54430514770972
ENSG00000128165	ADM2	ADM2	447	0.0138436376620907
ENSG00000224420	ADM5	ADM5	462	0.195020247760152
ENSG00000101126	ADNP	ADNP	3309	0.997716982103892
ENSG00000101544	ADNP2	ADNP2	3396	0.626789039418413
ENSG00000181915	ADO	ADO	813	0.739137976105739
ENSG00000163485	ADORA1	ADORA1	981	0.105013383234434
ENSG00000128271	ADORA2A	ADORA2A	1239	0.685883563208777
ENSG00000170425	ADORA2B	ADORA2B	999	0.000969773731993643
ENSG00000121933	ADORA3	ADORA3	1044	0.00437276413600816
ENSG00000159322	ADPGK	ADPGK	1491	0.0149584805637756
ENSG00000144843	ADPRH	ADPRH	1074	4.51633154061651e-05
ENSG00000153531	ADPRHL1	ADPRHL1	1065	8.84237245593902e-06
ENSG00000116863	ADPRHL2	ADPRHL2	1092	0.00217066194144027
ENSG00000170222	ADPRM	ADPRM	1029	0.629909893409173
ENSG00000171873	ADRA1A	ADRA1D	1428	2.56855226664287e-06
ENSG00000120907	ADRA1A	ADRA1A	1428	2.56855226664287e-06
ENSG00000170214	ADRA1B	ADRA1B	1563	0.16453892761839
ENSG00000222040	ADRA2B	ADRA2B	1344	0.00132104027202793
ENSG00000184160	ADRA2C	ADRA2C	1389	0.613653546704285
ENSG00000169252	ADRB2	ADRB2	1242	0.455500824993228
ENSG00000188778	ADRB3	ADRB3	1227	0.314680594642541
ENSG00000130706	ADRM1	ADRM1	1224	0.974533173363411
ENSG00000035687	ADSS	ADSS	1371	0.714204575631973
ENSG00000185100	ADSSL1	ADSSL1	1503	0.0010202700162046
ENSG00000111863	ADTRP	ADTRP	747	0.00305192108544781
ENSG00000106624	AEBP1	AEBP1	3477	0.036441258857526
ENSG00000139154	AEBP2	AEBP2	1554	0.929165985857835
ENSG00000181026	AEN	AEN	978	3.37777114978384e-08
ENSG00000104964	AES	AES	795	0.892226281213034
ENSG00000250232	AF196779.12	AF196779.12	879	0.887468069318201
ENSG00000196526	AFAP1	AFAP1	2445	0.556264018715806
ENSG00000157510	AFAP1L1	AFAP1L1	2307	3.72793965585941e-07
ENSG00000169129	AFAP1L2	AFAP1L2	2457	0.617429840322001
ENSG00000172493	AFF1	AFF1	3657	0.565819928249498
ENSG00000155966	AFF2	AFF2	3936	0.996778021152214
ENSG00000144218	AFF3	AFF3	3756	0.999818788048718
ENSG00000072364	AFF4	AFF4	3492	0.999989273504238
ENSG00000141385	AFG3L2	AFG3L2	2394	0.388693888914968
ENSG00000079557	AFM	AFM	1800	4.26480645363138e-09
ENSG00000183077	AFMID	AFMID	927	0.156510887139041
ENSG00000081051	AFP	AFP	1830	0.000599476084814439
ENSG00000119844	AFTPH	AFTPH	2811	0.998816814857088
ENSG00000038002	AGA	AGA	1041	0.0122883434168193
ENSG00000157985	AGAP1	AGAP1	2574	0.999512562159956
ENSG00000135439	AGAP2	AGAP2	3579	0.999889869214442
ENSG00000255737	AGAP2-AS1	AGAP2-AS1	807	0.036769428754332
ENSG00000133612	AGAP3	AGAP3	2736	0.974108299206183
ENSG00000166748	AGBL1	AGBL1	3201	1.41824418505749e-19
ENSG00000165923	AGBL2	AGBL2	2709	2.99711167541563e-10
ENSG00000186094	AGBL4	AGBL4	1512	1.82468367003998e-06
ENSG00000084693	AGBL5	AGBL5	2661	0.468490533348125
ENSG00000204305	AGER	AGER	1215	2.86676402835451e-10
ENSG00000173744	AGFG1	AGFG1	1755	0.942796106250712
ENSG00000106351	AGFG2	AGFG2	1446	0.0159337255479812
ENSG00000164252	AGGF1	AGGF1	2145	0.000119816385720603
ENSG00000006530	AGK	AGK	1269	1.00982245084979e-06
ENSG00000162688	AGL	AGL	4599	2.8369312061455e-14
ENSG00000116771	AGMAT	AGMAT	1059	0.00265902483233419
ENSG00000187546	AGMO	AGMO	1338	8.09583268270918e-07
ENSG00000092847	AGO1	AGO1	2574	0.999997773456252
ENSG00000123908	AGO2	AGO2	2580	0.999975217690356
ENSG00000126070	AGO3	AGO3	2583	0.999995542205947
ENSG00000134698	AGO4	AGO4	2586	0.993238034844531
ENSG00000204310	AGPAT1	AGPAT1	852	0.978105177091508
ENSG00000169692	AGPAT2	AGPAT2	837	0.000651291114578647
